,name,sex,births,year
33745,Darwin,M,5,1893
33746,Dempsey,M,5,1893
33747,Doll,M,5,1893
33748,Dolph,M,5,1893
33749,Dolphus,M,5,1893
33750,Donnie,M,5,1893
33751,Doyle,M,5,1893
33752,Drew,M,5,1893
33753,Einar,M,5,1893
33754,Elam,M,5,1893
33755,Elder,M,5,1893
33756,Ellery,M,5,1893
33757,Elon,M,5,1893
33758,Elwyn,M,5,1893
33759,Emilio,M,5,1893
33760,Erie,M,5,1893
33761,Erle,M,5,1893
33762,Esau,M,5,1893
33763,Esther,M,5,1893
33764,Eunice,M,5,1893
33765,Ewell,M,5,1893
33766,Fern,M,5,1893
33767,Fleming,M,5,1893
33768,Gaines,M,5,1893
33769,Georgia,M,5,1893
33770,Gerhard,M,5,1893
33771,Gunnar,M,5,1893
33772,Harden,M,5,1893
33773,Hardin,M,5,1893
33774,Harlow,M,5,1893
33775,Harman,M,5,1893
33776,Hayden,M,5,1893
33777,Helmer,M,5,1893
33778,Hervey,M,5,1893
33779,Hester,M,5,1893
33780,Hill,M,5,1893
33781,Hilliard,M,5,1893
33782,Hilmer,M,5,1893
33783,Hobert,M,5,1893
33784,Hughey,M,5,1893
33785,Hurley,M,5,1893
33786,Irvine,M,5,1893
33787,Isidor,M,5,1893
33788,Jennings,M,5,1893
33789,Jethro,M,5,1893
33790,Jonnie,M,5,1893
33791,Julious,M,5,1893
33792,Lawyer,M,5,1893
33793,Leamon,M,5,1893
33794,Leighton,M,5,1893
33795,Lemmie,M,5,1893
33796,Levy,M,5,1893
33797,Linn,M,5,1893
33798,Lora,M,5,1893
33799,Lorenza,M,5,1893
33800,Love,M,5,1893
33801,Loyal,M,5,1893
33802,Lula,M,5,1893
33803,Mac,M,5,1893
33804,Magnus,M,5,1893
33805,Mahlon,M,5,1893
33806,Mathis,M,5,1893
33807,Namon,M,5,1893
33808,Narciso,M,5,1893
33809,Newman,M,5,1893
33810,Niels,M,5,1893
33811,Oakley,M,5,1893
33812,Ogden,M,5,1893
33813,Oneal,M,5,1893
33814,Orland,M,5,1893
33815,Orrin,M,5,1893
33816,Osborn,M,5,1893
33817,Osborne,M,5,1893
33818,Percie,M,5,1893
33819,Pinkney,M,5,1893
33820,Pomp,M,5,1893
33821,Reece,M,5,1893
33822,Reynold,M,5,1893
33823,Rice,M,5,1893
33824,Rollo,M,5,1893
33825,Romeo,M,5,1893
33826,Rosa,M,5,1893
33827,Rowland,M,5,1893
33828,Royce,M,5,1893
33829,Salvador,M,5,1893
33830,Schuyler,M,5,1893
33831,Sheridan,M,5,1893
33832,Sigurd,M,5,1893
33833,Simmie,M,5,1893
33834,Sonnie,M,5,1893
33835,Sonny,M,5,1893
33836,Square,M,5,1893
33837,Sullivan,M,5,1893
33838,Sumner,M,5,1893
33839,Uriah,M,5,1893
33840,Waldemar,M,5,1893
33841,Walt,M,5,1893
33842,Wayman,M,5,1893
33843,Waymon,M,5,1893
33844,Whitfield,M,5,1893
33845,Whitney,M,5,1893
33846,Willia,M,5,1893
33847,Wing,M,5,1893
33848,Zora,M,5,1893
33849,Mary,F,13151,1894
33850,Anna,F,5565,1894
33851,Margaret,F,3700,1894
33852,Helen,F,3676,1894
33853,Elizabeth,F,3425,1894
33854,Ruth,F,3372,1894
33855,Ethel,F,3287,1894
33856,Florence,F,3233,1894
33857,Emma,F,2937,1894
33858,Marie,F,2649,1894
33859,Clara,F,2603,1894
33860,Minnie,F,2592,1894
33861,Bessie,F,2520,1894
33862,Bertha,F,2496,1894
33863,Edna,F,2458,1894
33864,Lillian,F,2441,1894
33865,Alice,F,2414,1894
33866,Annie,F,2393,1894
33867,Grace,F,2361,1894
33868,Mabel,F,2221,1894
33869,Ida,F,2195,1894
33870,Rose,F,2126,1894
33871,Hazel,F,2103,1894
33872,Martha,F,1968,1894
33873,Gertrude,F,1908,1894
33874,Edith,F,1820,1894
33875,Myrtle,F,1818,1894
33876,Pearl,F,1789,1894
33877,Frances,F,1776,1894
33878,Nellie,F,1767,1894
33879,Ella,F,1761,1894
33880,Laura,F,1730,1894
33881,Elsie,F,1716,1894
33882,Sarah,F,1701,1894
33883,Eva,F,1673,1894
33884,Esther,F,1654,1894
33885,Louise,F,1571,1894
33886,Agnes,F,1470,1894
33887,Carrie,F,1452,1894
33888,Lillie,F,1432,1894
33889,Catherine,F,1430,1894
33890,Lena,F,1360,1894
33891,Irene,F,1347,1894
33892,Hattie,F,1325,1894
33893,Julia,F,1320,1894
33894,Cora,F,1319,1894
33895,Gladys,F,1258,1894
33896,Josephine,F,1256,1894
33897,Mattie,F,1238,1894
33898,Mildred,F,1220,1894
33899,Jennie,F,1210,1894
33900,Alma,F,1177,1894
33901,Maude,F,1144,1894
33902,Mae,F,1134,1894
33903,Jessie,F,1120,1894
33904,Blanche,F,1091,1894
33905,Lucy,F,1077,1894
33906,Dorothy,F,1052,1894
33907,Mamie,F,1043,1894
33908,Lula,F,1042,1894
33909,Stella,F,1035,1894
33910,Ada,F,1018,1894
33911,Fannie,F,1003,1894
33912,Katherine,F,948,1894
33913,Viola,F,906,1894
33914,Maggie,F,895,1894
33915,Ruby,F,874,1894
33916,Nora,F,854,1894
33917,Dora,F,827,1894
33918,Rosa,F,780,1894
33919,May,F,763,1894
33920,Ellen,F,759,1894
33921,Sadie,F,745,1894
33922,Effie,F,712,1894
33923,Willie,F,709,1894
33924,Beatrice,F,684,1894
33925,Della,F,681,1894
33926,Susie,F,679,1894
33927,Beulah,F,675,1894
33928,Pauline,F,656,1894
33929,Daisy,F,645,1894
33930,Nettie,F,630,1894
33931,Marguerite,F,624,1894
33932,Flora,F,619,1894
33933,Lydia,F,618,1894
33934,Vera,F,618,1894
33935,Lottie,F,597,1894
33936,Olive,F,589,1894
33937,Marion,F,587,1894
33938,Sallie,F,584,1894
33939,Virginia,F,583,1894
33940,Lizzie,F,562,1894
33941,Emily,F,551,1894
33942,Georgia,F,535,1894
33943,Katie,F,525,1894
33944,Kathryn,F,520,1894
33945,Etta,F,519,1894
33946,Nancy,F,515,1894
33947,Evelyn,F,491,1894
33948,Charlotte,F,484,1894
33949,Theresa,F,484,1894
33950,Addie,F,481,1894
33951,Caroline,F,473,1894
33952,Leona,F,471,1894
33953,Ann,F,470,1894
33954,Hilda,F,470,1894
33955,Ollie,F,452,1894
33956,Eleanor,F,450,1894
33957,Lucille,F,440,1894
33958,Anne,F,427,1894
33959,Iva,F,424,1894
33960,Amanda,F,418,1894
33961,Lela,F,413,1894
33962,Harriet,F,411,1894
33963,Lola,F,407,1894
33964,Ora,F,404,1894
33965,Henrietta,F,400,1894
33966,Rebecca,F,399,1894
33967,Amelia,F,390,1894
33968,Jane,F,390,1894
33969,Bernice,F,389,1894
33970,Mollie,F,379,1894
33971,Nannie,F,374,1894
33972,Inez,F,357,1894
33973,Susan,F,357,1894
33974,Goldie,F,349,1894
33975,Nina,F,347,1894
33976,Estella,F,335,1894
33977,Maud,F,333,1894
33978,Mable,F,332,1894
33979,Loretta,F,330,1894
33980,Amy,F,329,1894
33981,Kate,F,328,1894
33982,Eula,F,327,1894
33983,Estelle,F,326,1894
33984,Rachel,F,317,1894
33985,Essie,F,311,1894
33986,Verna,F,310,1894
33987,Maria,F,309,1894
33988,Lois,F,308,1894
33989,Sara,F,304,1894
33990,Olga,F,303,1894
33991,Frieda,F,299,1894
33992,Alta,F,298,1894
33993,Betty,F,298,1894
33994,Eliza,F,297,1894
33995,Flossie,F,297,1894
33996,Eunice,F,295,1894
33997,Matilda,F,295,1894
33998,Hannah,F,293,1894
33999,Barbara,F,290,1894
34000,Rosie,F,288,1894
34001,Sylvia,F,288,1894
34002,Violet,F,286,1894
34003,Lulu,F,278,1894
34004,Sophia,F,276,1894
34005,Augusta,F,272,1894
34006,Genevieve,F,271,1894
34007,Marjorie,F,269,1894
34008,Christine,F,267,1894
34009,Ola,F,264,1894
34010,Celia,F,254,1894
34011,Victoria,F,251,1894
34012,Belle,F,249,1894
34013,Janie,F,246,1894
34014,Ina,F,242,1894
34015,Jean,F,242,1894
34016,Isabel,F,241,1894
34017,Josie,F,241,1894
34018,Irma,F,240,1894
34019,Lucile,F,239,1894
34020,Mayme,F,235,1894
34021,Sophie,F,234,1894
34022,Allie,F,232,1894
34023,Luella,F,228,1894
34024,Alberta,F,227,1894
34025,Callie,F,227,1894
34026,Freda,F,227,1894
34027,Rena,F,217,1894
34028,Winifred,F,216,1894
34029,Nell,F,215,1894
34030,Madeline,F,214,1894
34031,Selma,F,212,1894
34032,Vivian,F,212,1894
34033,Erma,F,211,1894
34034,Winnie,F,202,1894
34035,Tillie,F,198,1894
34036,Fern,F,197,1894
34037,Naomi,F,196,1894
34038,Velma,F,196,1894
34039,Doris,F,187,1894
34040,Millie,F,185,1894
34041,Isabelle,F,184,1894
34042,Leah,F,182,1894
34043,Geneva,F,180,1894
34044,Bertie,F,178,1894
34045,Bess,F,177,1894
34046,Lora,F,177,1894
34047,Virgie,F,177,1894
34048,Elva,F,176,1894
34049,Adeline,F,174,1894
34050,Norma,F,174,1894
34051,Delia,F,172,1894
34052,Birdie,F,169,1894
34053,Kathleen,F,168,1894
34054,Sally,F,168,1894
34055,Dollie,F,166,1894
34056,Gussie,F,165,1894
34057,Opal,F,164,1894
34058,Hallie,F,161,1894
34059,Lila,F,161,1894
34060,Cecelia,F,159,1894
34061,Teresa,F,157,1894
34062,Jeanette,F,152,1894
34063,Leila,F,152,1894
34064,Miriam,F,152,1894
34065,Adele,F,151,1894
34066,Myra,F,148,1894
34067,Carolyn,F,147,1894
34068,Lelia,F,146,1894
34069,Cecilia,F,144,1894
34070,Hulda,F,144,1894
34071,Hester,F,143,1894
34072,Katharine,F,140,1894
34073,Louisa,F,139,1894
34074,Zella,F,138,1894
34075,Elsa,F,137,1894
34076,Adelaide,F,136,1894
34077,Mathilda,F,136,1894
34078,Rhoda,F,136,1894
34079,Cornelia,F,135,1894
34080,Jeannette,F,133,1894
34081,Regina,F,131,1894
34082,Gertie,F,128,1894
34083,Leola,F,128,1894
34084,Maudie,F,128,1894
34085,Elma,F,127,1894
34086,Johanna,F,127,1894
34087,Lilly,F,127,1894
34088,Olivia,F,127,1894
34089,Roxie,F,127,1894
34090,Fay,F,124,1894
34091,Marian,F,124,1894
34092,Hettie,F,122,1894
34093,Christina,F,121,1894
34094,Faye,F,121,1894
34095,Bonnie,F,119,1894
34096,Lettie,F,119,1894
34097,Abbie,F,118,1894
34098,Bettie,F,118,1894
34099,Cleo,F,118,1894
34100,Harriett,F,118,1894
34101,Lou,F,118,1894
34102,Nola,F,118,1894
34103,Roberta,F,116,1894
34104,Madge,F,115,1894
34105,Nelle,F,113,1894
34106,Veronica,F,113,1894
34107,Ila,F,112,1894
34108,Juanita,F,111,1894
34109,Margie,F,110,1894
34110,Lura,F,109,1894
34111,Claudia,F,108,1894
34112,Francis,F,108,1894
34113,Lily,F,108,1894
34114,Anita,F,107,1894
34115,Dessie,F,106,1894
34116,Helena,F,106,1894
34117,Lorena,F,106,1894
34118,Sue,F,105,1894
34119,Dovie,F,104,1894
34120,Lucinda,F,104,1894
34121,Rita,F,104,1894
34122,Mina,F,103,1894
34123,Cecile,F,102,1894
34124,Neva,F,102,1894
34125,Lenora,F,101,1894
34126,Reba,F,100,1894
34127,Vesta,F,100,1894
34128,Corinne,F,99,1894
34129,Alvina,F,98,1894
34130,Pearlie,F,98,1894
34131,Claire,F,96,1894
34132,Letha,F,95,1894
34133,Linda,F,94,1894
34134,Wilhelmina,F,94,1894
34135,Meta,F,93,1894
34136,Isabella,F,92,1894
34137,Antoinette,F,91,1894
34138,Fanny,F,90,1894
34139,Gracie,F,90,1894
34140,Wilma,F,90,1894
34141,Janet,F,89,1894
34142,Muriel,F,89,1894
34143,Golda,F,86,1894
34144,Eugenia,F,85,1894
34145,Mittie,F,85,1894
34146,Phoebe,F,85,1894
34147,Elvira,F,84,1894
34148,Oma,F,84,1894
34149,Audrey,F,83,1894
34150,Elnora,F,83,1894
34151,Erna,F,83,1894
34152,Ivy,F,83,1894
34153,Lee,F,83,1894
34154,Minerva,F,82,1894
34155,Emilie,F,81,1894
34156,Orpha,F,81,1894
34157,Rosalie,F,81,1894
34158,Cecil,F,80,1894
34159,Johnnie,F,80,1894
34160,Georgie,F,79,1894
34161,Cassie,F,78,1894
34162,Helene,F,78,1894
34163,Lessie,F,78,1894
34164,Linnie,F,78,1894
34165,Polly,F,78,1894
34166,Dorothea,F,77,1894
34167,Edythe,F,77,1894
34168,Ophelia,F,77,1894
34169,Zelma,F,77,1894
34170,June,F,76,1894
34171,Pansy,F,76,1894
34172,Evie,F,74,1894
34173,Jewel,F,74,1894
34174,Geraldine,F,73,1894
34175,Rae,F,73,1894
34176,Alpha,F,72,1894
34177,Blanch,F,72,1894
34178,Ernestine,F,72,1894
34179,Catharine,F,71,1894
34180,Myrtie,F,71,1894
34181,Merle,F,70,1894
34182,Nona,F,70,1894
34183,Thelma,F,70,1894
34184,Angelina,F,69,1894
34185,Rosetta,F,69,1894
34186,Angeline,F,68,1894
34187,Frankie,F,68,1894
34188,Chloe,F,67,1894
34189,Artie,F,66,1894
34190,Zora,F,66,1894
34191,Floy,F,65,1894
34192,Leta,F,65,1894
34193,Angela,F,64,1894
34194,Marcella,F,64,1894
34195,Ona,F,64,1894
34196,Zula,F,64,1894
34197,Clarice,F,63,1894
34198,Dena,F,63,1894
34199,Constance,F,62,1894
34200,Jewell,F,62,1894
34201,Leora,F,62,1894
34202,Malinda,F,62,1894
34203,Annette,F,61,1894
34204,Lida,F,61,1894
34205,Lona,F,61,1894
34206,Rosella,F,61,1894
34207,Dolly,F,60,1894
34208,Isabell,F,60,1894
34209,Jannie,F,60,1894
34210,John,F,60,1894
34211,Leota,F,60,1894
34212,Ione,F,59,1894
34213,Mazie,F,59,1894
34214,Priscilla,F,59,1894
34215,Ava,F,58,1894
34216,Cynthia,F,58,1894
34217,Elisabeth,F,58,1894
34218,Lina,F,57,1894
34219,Odessa,F,57,1894
34220,Clare,F,56,1894
34221,Eloise,F,56,1894
34222,Mandy,F,56,1894
34223,Phyllis,F,56,1894
34224,Vida,F,56,1894
34225,Antonia,F,55,1894
34226,Hortense,F,55,1894
34227,Mabelle,F,55,1894
34228,Tessie,F,55,1894
34229,Una,F,55,1894
34230,Dolores,F,54,1894
34231,Mona,F,54,1894
34232,Pearle,F,54,1894
34233,Verda,F,54,1894
34234,Anastasia,F,53,1894
34235,Ellie,F,53,1894
34236,Jimmie,F,53,1894
34237,Louella,F,53,1894
34238,Cordelia,F,52,1894
34239,Lyda,F,52,1894
34240,Melissa,F,52,1894
34241,Nan,F,52,1894
34242,Wanda,F,52,1894
34243,Maybelle,F,51,1894
34244,Sudie,F,51,1894
34245,Zola,F,51,1894
34246,Alva,F,50,1894
34247,Carmen,F,49,1894
34248,Eddie,F,49,1894
34249,Lennie,F,49,1894
34250,Lilla,F,49,1894
34251,Vada,F,49,1894
34252,Iona,F,48,1894
34253,Madeleine,F,48,1894
34254,Rhea,F,48,1894
34255,Esta,F,47,1894
34256,Shirley,F,47,1894
34257,Aurelia,F,46,1894
34258,Era,F,46,1894
34259,Leonora,F,46,1894
34260,Lovie,F,46,1894
34261,Magdalena,F,46,1894
34262,Angie,F,45,1894
34263,Corine,F,45,1894
34264,Dona,F,45,1894
34265,Ocie,F,45,1894
34266,Avis,F,44,1894
34267,Donna,F,44,1894
34268,Iola,F,44,1894
34269,Joanna,F,44,1894
34270,Bell,F,43,1894
34271,Elise,F,43,1894
34272,Jeanne,F,43,1894
34273,Lenore,F,43,1894
34274,Marietta,F,43,1894
34275,Natalie,F,43,1894
34276,Willa,F,43,1894
34277,Agatha,F,42,1894
34278,Althea,F,42,1894
34279,Ettie,F,42,1894
34280,Ima,F,42,1894
34281,Kittie,F,42,1894
34282,Lorene,F,42,1894
34283,Petra,F,42,1894
34284,Tina,F,42,1894
34285,Adah,F,41,1894
34286,Aline,F,41,1894
34287,Charity,F,41,1894
34288,Pattie,F,41,1894
34289,Vina,F,41,1894
34290,Aileen,F,40,1894
34291,Inga,F,40,1894
34292,Ray,F,40,1894
34293,Viva,F,40,1894
34294,Clyde,F,39,1894
34295,Connie,F,39,1894
34296,Eulalia,F,39,1894
34297,Vinnie,F,39,1894
34298,Almeda,F,38,1894
34299,Dixie,F,38,1894
34300,Elda,F,38,1894
34301,Hilma,F,38,1894
34302,Lauretta,F,38,1894
34303,Savannah,F,38,1894
34304,Tena,F,38,1894
34305,Camille,F,37,1894
34306,Ester,F,37,1894
34307,Georgiana,F,37,1894
34308,Leatha,F,37,1894
34309,Letitia,F,37,1894
34310,Pinkie,F,37,1894
34311,Albina,F,36,1894
34312,Eda,F,36,1894
34313,Eileen,F,36,1894
34314,Ethyl,F,36,1894
34315,Idella,F,36,1894
34316,Leone,F,36,1894
34317,Leslie,F,36,1894
34318,Lorraine,F,36,1894
34319,Molly,F,36,1894
34320,Patricia,F,36,1894
34321,Vallie,F,36,1894
34322,Vernie,F,36,1894
34323,Adela,F,35,1894
34324,Bella,F,35,1894
34325,Bridget,F,35,1894
34326,Clementine,F,35,1894
34327,Hope,F,35,1894
34328,Judith,F,35,1894
34329,Julie,F,35,1894
34330,Margery,F,35,1894
34331,Melvina,F,35,1894
34332,Nita,F,35,1894
34333,Sadye,F,35,1894
34334,Wilda,F,35,1894
34335,Carolina,F,34,1894
34336,Lavinia,F,34,1894
34337,Minna,F,34,1894
34338,Octavia,F,34,1894
34339,Paula,F,34,1894
34340,Tressie,F,34,1894
34341,William,F,34,1894
34342,Amalia,F,33,1894
34343,Annabelle,F,33,1894
34344,Arline,F,33,1894
34345,Belva,F,33,1894
34346,Cordie,F,33,1894
34347,Estell,F,33,1894
34348,Ethelyn,F,33,1894
34349,Lavina,F,33,1894
34350,Peggy,F,33,1894
34351,Rowena,F,33,1894
34352,Adelia,F,32,1894
34353,Alida,F,32,1894
34354,Bernadette,F,32,1894
34355,Berta,F,32,1894
34356,George,F,32,1894
34357,Harriette,F,32,1894
34358,Lucia,F,32,1894
34359,Mariah,F,32,1894
34360,Mathilde,F,32,1894
34361,Queen,F,32,1894
34362,Susanna,F,32,1894
34363,Valeria,F,32,1894
34364,Adella,F,31,1894
34365,Alda,F,31,1894
34366,Carmela,F,31,1894
34367,Carol,F,31,1894
34368,Etha,F,31,1894
34369,Lucretia,F,31,1894
34370,Magdalen,F,31,1894
34371,Mallie,F,31,1894
34372,Patsy,F,31,1894
34373,Veda,F,31,1894
34374,Winnifred,F,31,1894
34375,Eleanora,F,30,1894
34376,Georgianna,F,30,1894
34377,Ludie,F,30,1894
34378,Luna,F,30,1894
34379,Margret,F,30,1894
34380,Mertie,F,30,1894
34381,Missouri,F,30,1894
34382,Reta,F,30,1894
34383,Beryl,F,29,1894
34384,Emilia,F,29,1894
34385,Evangeline,F,29,1894
34386,Kitty,F,29,1894
34387,Leda,F,29,1894
34388,Lue,F,29,1894
34389,Magdalene,F,29,1894
34390,Rilla,F,29,1894
34391,Tommie,F,29,1894
34392,Vena,F,29,1894
34393,Yvonne,F,29,1894
34394,Edwina,F,28,1894
34395,Eleanore,F,28,1894
34396,Ferne,F,28,1894
34397,Florine,F,28,1894
34398,Iris,F,28,1894
34399,Luvenia,F,28,1894
34400,Retta,F,28,1894
34401,Robbie,F,28,1894
34402,Rosina,F,28,1894
34403,Tennie,F,28,1894
34404,Zoe,F,28,1894
34405,Altha,F,27,1894
34406,Corrine,F,27,1894
34407,Delphia,F,27,1894
34408,Donnie,F,27,1894
34409,Elena,F,27,1894
34410,Elinor,F,27,1894
34411,Florida,F,27,1894
34412,Lea,F,27,1894
34413,Liza,F,27,1894
34414,Maye,F,27,1894
34415,Mellie,F,27,1894
34416,Allene,F,26,1894
34417,Betsy,F,26,1894
34418,Celeste,F,26,1894
34419,Charles,F,26,1894
34420,Clarissa,F,26,1894
34421,Clemmie,F,26,1894
34422,Cordia,F,26,1894
34423,Easter,F,26,1894
34424,Elna,F,26,1894
34425,Emelia,F,26,1894
34426,Freddie,F,26,1894
34427,Hedwig,F,26,1894
34428,Lelah,F,26,1894
34429,Lenna,F,26,1894
34430,Oda,F,26,1894
34431,Queenie,F,26,1894
34432,Sena,F,26,1894
34433,Sigrid,F,26,1894
34434,Edyth,F,25,1894
34435,Imogene,F,25,1894
34436,James,F,25,1894
34437,Jenny,F,25,1894
34438,Liddie,F,25,1894
34439,Mercedes,F,25,1894
34440,Minta,F,25,1894
34441,Philomena,F,25,1894
34442,Rubie,F,25,1894
34443,Vergie,F,25,1894
34444,Zelda,F,25,1894
34445,Beth,F,24,1894
34446,Camilla,F,24,1894
34447,Glenna,F,24,1894
34448,Gretchen,F,24,1894
34449,Jettie,F,24,1894
34450,Manda,F,24,1894
34451,Marcia,F,24,1894
34452,Margarita,F,24,1894
34453,Matie,F,24,1894
34454,Tressa,F,24,1894
34455,Verdie,F,24,1894
34456,Veva,F,24,1894
34457,Berenice,F,23,1894
34458,Diana,F,23,1894
34459,Elenora,F,23,1894
34460,Emmie,F,23,1894
34461,Eugenie,F,23,1894
34462,Faith,F,23,1894
34463,Frona,F,23,1894
34464,Grayce,F,23,1894
34465,Hassie,F,23,1894
34466,Joe,F,23,1894
34467,Lonnie,F,23,1894
34468,Neta,F,23,1894
34469,Onie,F,23,1894
34470,Ossie,F,23,1894
34471,Ottilie,F,23,1894
34472,Rosalia,F,23,1894
34473,Signe,F,23,1894
34474,Thora,F,23,1894
34475,Zona,F,23,1894
34476,Audra,F,22,1894
34477,Cathrine,F,22,1894
34478,Enid,F,22,1894
34479,Flo,F,22,1894
34480,Gail,F,22,1894
34481,Garnet,F,22,1894
34482,Guadalupe,F,22,1894
34483,Joyce,F,22,1894
34484,Lilian,F,22,1894
34485,Loraine,F,22,1894
34486,Maybell,F,22,1894
34487,Monica,F,22,1894
34488,Sybil,F,22,1894
34489,Ursula,F,22,1894
34490,Winona,F,22,1894
34491,Arrie,F,21,1894
34492,Bulah,F,21,1894
34493,Christena,F,21,1894
34494,Delilah,F,21,1894
34495,Delphine,F,21,1894
34496,Evalyn,F,21,1894
34497,Freida,F,21,1894
34498,Greta,F,21,1894
34499,Joan,F,21,1894
34500,Joy,F,21,1894
34501,Katheryn,F,21,1894
34502,Leonie,F,21,1894
34503,Libbie,F,21,1894
34504,Malvina,F,21,1894
34505,Meda,F,21,1894
34506,Prudence,F,21,1894
34507,Rachael,F,21,1894
34508,Robert,F,21,1894
34509,Rubye,F,21,1894
34510,Versie,F,21,1894
34511,Zada,F,21,1894
34512,Annetta,F,20,1894
34513,Berniece,F,20,1894
34514,Celestine,F,20,1894
34515,Claudie,F,20,1894
34516,Ebba,F,20,1894
34517,Elaine,F,20,1894
34518,Elmira,F,20,1894
34519,Eve,F,20,1894
34520,Hanna,F,20,1894
34521,Icy,F,20,1894
34522,Lonie,F,20,1894
34523,Louie,F,20,1894
34524,Margaretta,F,20,1894
34525,Maymie,F,20,1894
34526,Myrle,F,20,1894
34527,Myrtis,F,20,1894
34528,Nadine,F,20,1894
34529,Theodora,F,20,1894
34530,Adell,F,19,1894
34531,Arie,F,19,1894
34532,Arlene,F,19,1894
34533,Beaulah,F,19,1894
34534,Bennie,F,19,1894
34535,Corrie,F,19,1894
34536,Docia,F,19,1894
34537,Elizebeth,F,19,1894
34538,Frank,F,19,1894
34539,Henriette,F,19,1894
34540,Icie,F,19,1894
34541,Izora,F,19,1894
34542,Mahala,F,19,1894
34543,Nella,F,19,1894
34544,Wilhelmine,F,19,1894
34545,Adaline,F,18,1894
34546,Aletha,F,18,1894
34547,Billie,F,18,1894
34548,Deborah,F,18,1894
34549,Donie,F,18,1894
34550,Elfrieda,F,18,1894
34551,Exie,F,18,1894
34552,Goldia,F,18,1894
34553,Henretta,F,18,1894
34554,Hildred,F,18,1894
34555,Hildur,F,18,1894
34556,Huldah,F,18,1894
34557,Johnie,F,18,1894
34558,Juana,F,18,1894
34559,Louvenia,F,18,1894
34560,Malissa,F,18,1894
34561,Nonie,F,18,1894
34562,Nova,F,18,1894
34563,Ottie,F,18,1894
34564,Ramona,F,18,1894
34565,Sabina,F,18,1894
34566,Vivien,F,18,1894
34567,Amie,F,17,1894
34568,Charlie,F,17,1894
34569,Coral,F,17,1894
34570,Eulah,F,17,1894
34571,Eura,F,17,1894
34572,Gay,F,17,1894
34573,Genie,F,17,1894
34574,Helga,F,17,1894
34575,Hellen,F,17,1894
34576,Henry,F,17,1894
34577,Josefa,F,17,1894
34578,Joseph,F,17,1894
34579,Kathrine,F,17,1894
34580,Kattie,F,17,1894
34581,Lavada,F,17,1894
34582,Lucie,F,17,1894
34583,Madie,F,17,1894
34584,Martina,F,17,1894
34585,Norine,F,17,1894
34586,Theo,F,17,1894
34587,Therese,F,17,1894
34588,Theresia,F,17,1894
34589,Valerie,F,17,1894
34590,Verona,F,17,1894
34591,Walter,F,17,1894
34592,Adda,F,16,1894
34593,Albertha,F,16,1894
34594,Albertine,F,16,1894
34595,Alene,F,16,1894
34596,Alyce,F,16,1894
34597,Annabel,F,16,1894
34598,Annis,F,16,1894
34599,Arizona,F,16,1894
34600,Bernadine,F,16,1894
34601,Birtie,F,16,1894
34602,Corda,F,16,1894
34603,Crystal,F,16,1894
34604,Delma,F,16,1894
34605,Dorcas,F,16,1894
34606,Eldora,F,16,1894
34607,Enola,F,16,1894
34608,Florrie,F,16,1894
34609,Francisca,F,16,1894
34610,Gina,F,16,1894
34611,Gwendolyn,F,16,1894
34612,Helma,F,16,1894
34613,Ines,F,16,1894
34614,Juliet,F,16,1894
34615,Lala,F,16,1894
34616,Laurel,F,16,1894
34617,Lilah,F,16,1894
34618,Magnolia,F,16,1894
34619,Manuelita,F,16,1894
34620,Mettie,F,16,1894
34621,Millicent,F,16,1894
34622,Osa,F,16,1894
34623,Pennie,F,16,1894
34624,Pollie,F,16,1894
34625,Rossie,F,16,1894
34626,Salome,F,16,1894
34627,Samantha,F,16,1894
34628,Sibyl,F,16,1894
34629,Zetta,F,16,1894
34630,Adline,F,15,1894
34631,Alvena,F,15,1894
34632,Andrea,F,15,1894
34633,Ara,F,15,1894
34634,Avie,F,15,1894
34635,Besse,F,15,1894
34636,Buena,F,15,1894
34637,Byrd,F,15,1894
34638,Carlotta,F,15,1894
34639,Daphne,F,15,1894
34640,Dulcie,F,15,1894
34641,Emmer,F,15,1894
34642,Etna,F,15,1894
34643,Florance,F,15,1894
34644,Hermina,F,15,1894
34645,Hermine,F,15,1894
34646,Hertha,F,15,1894
34647,Idell,F,15,1894
34648,Ira,F,15,1894
34649,Ivah,F,15,1894
34650,Jo,F,15,1894
34651,Justine,F,15,1894
34652,Laverne,F,15,1894
34653,Loretto,F,15,1894
34654,Marjory,F,15,1894
34655,Melba,F,15,1894
34656,Mozelle,F,15,1894
34657,Ruthie,F,15,1894
34658,Tempie,F,15,1894
34659,Vertie,F,15,1894
34660,Albertina,F,14,1894
34661,Alicia,F,14,1894
34662,Alverta,F,14,1894
34663,Aurora,F,14,1894
34664,Bama,F,14,1894
34665,Beula,F,14,1894
34666,Claribel,F,14,1894
34667,Euna,F,14,1894
34668,Filomena,F,14,1894
34669,Garnett,F,14,1894
34670,Georgina,F,14,1894
34671,Glennie,F,14,1894
34672,Jossie,F,14,1894
34673,Juliette,F,14,1894
34674,Kay,F,14,1894
34675,Lacy,F,14,1894
34676,Lissie,F,14,1894
34677,Loma,F,14,1894
34678,Lorna,F,14,1894
34679,Luetta,F,14,1894
34680,Macie,F,14,1894
34681,Mammie,F,14,1894
34682,Manuela,F,14,1894
34683,Margarette,F,14,1894
34684,Melinda,F,14,1894
34685,Mintie,F,14,1894
34686,Myrna,F,14,1894
34687,Novella,F,14,1894
34688,Ottilia,F,14,1894
34689,Roma,F,14,1894
